#,Categorie,Secteur,Ville,Nom,Adresse,Telephone,Email,Site?,Email?,Note,Nb Avis,Gamme Prix,Services,Nb Photos,Horaires,Editorial,Types Google,URL Maps,Citation Neg,Points Forts,Probleme,Accroche Email,Statut,1er contact,Relance 1,Relance 2,Relance 3,RDV,Call booke,Notes
429,Restauration,Restaurant,Brest,Café Restaurant Salon de Thé Paul Germain,"6 Rue J-B Boussingault, 29200 Brest, France",06 14 44 13 93,,NON,NON,4.6,638,modere,"a emporter, reservable en ligne, sur place, vegetarien, petit-dej, dejeuner, diner, click&collect, PMR",10,"lundi: 11:00 – 15:00 | mardi: 12:00 – 15:00, 17:00 – 22:30 | mercredi: 12:00 – 15:00, 17:00 – 22:30 | jeudi: 12:00 – 15:00, 17:00 – 22:30 | vendredi: 12:00 – 15:00, 17:00 – 23:00 | samedi: 12:30 – 15:00, 17:00 – 23:30 | dimanche: 12:30 – 22:30",Menus fixes composés de plats français créatifs dans une brasserie conviviale à la décoration originale avec un salon de thé cosy.,restaurant,https://maps.google.com/?cid=6814776534886787429,,"qualite, excellent, accueil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
430,Restauration,Pizzeria,Brest,G les crocs pizzas 24/24,"200 Av. Victor le Gorgeu, 29200 Brest, France",06 71 39 52 63,,NON,NON,3.3,47,modere,"a emporter, dejeuner, click&collect, PMR",7,lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24,,"meal_takeaway, restaurant",https://maps.google.com/?cid=9534956860827379217,"Le principe est top ! Mais 7,50€ le kebab qui fais la taille d’une main je trouve sa un peut chère… par contre le burger chèvre miel est super bon ! | Dommage le sans contact etait en panne
J’ai du me rabattre sur le distributeur a cote de tacos burger qui est une fumisterie au vu de la taille du tacos a 7€",,les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Dommage les pizzas sont bonnes , mais plusieurs fois que je commande une pizza et que je reçois une autre , dommage au vue du prix"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
431,Restauration,Kebab,Brest,Marmaris Kebab,"42 Pl. Napoléon III, 29200 Brest, France",06 52 80 09 06,,NON,NON,4.3,96,budget,"a emporter, sur place, dejeuner, diner, PMR",8,"lundi: 11:30 – 14:00, 18:00 – 22:00 | mardi: 11:30 – 14:00, 18:00 – 22:00 | mercredi: 11:30 – 14:00, 18:00 – 22:00 | jeudi: 11:30 – 14:00, 18:00 – 22:00 | vendredi: 11:30 – 14:00, 18:00 – 22:00 | samedi: 11:30 – 14:00, 18:00 – 22:00 | dimanche: 18:00 – 22:00",,restaurant,https://maps.google.com/?cid=4188291465887786416,"Deux poils dans une kebab c'est vraiment dégueulasse. Ne mèrite pas 6 euros.

J'ai commandé une kebab et non pas des cheuveux!

Ne recommende pas. | Le goût et la texture des sandwichs vraiment fades, mauvais rapport qualité-prix (hyper cher, 11€ pour un menu kebab classique). De plus, moi et mon copain avons été malades suite à notre repas. Le gé","accueil, gentil",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Le goût et la texture des sandwichs vraiment fades, mauvais rapport qualité-prix (hyper cher, 11€ pour un menu kebab classique)"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
432,Restauration,Kebab,Brest,ALANYA RESTAURANT,"36 Rue Algésiras, 29200 Brest, France",06 14 06 43 09,,NON,NON,3.9,126,,"livraison, a emporter, sur place, dejeuner, diner, PMR",10,"lundi: 11:30 – 14:30, 17:30 – 01:00 | mardi: 11:30 – 14:30, 17:30 – 01:00 | mercredi: 11:30 – 14:30, 17:30 – 01:00 | jeudi: 11:30 – 14:30, 17:30 – 01:00 | vendredi: 11:30 – 14:30, 17:30 – 01:00 | samedi: 11:30 – 14:30, 17:30 – 01:00 | dimanche: 11:30 – 14:30, 17:30 – 01:00",,restaurant,https://maps.google.com/?cid=11167475058076272719,"A fuir absolument. Le patron ne respecte pas la commande, il ajoute ce qu'il veut,  les restes.  La viande et sèche et les frites dégueulasses.
Par contre le prix lui reste le même | Fait gonfler le prix en vendant des boissons en menu mais je n’ai jamais vu ces boissons, malheureusement j’ai été malade je sais pas où traine la viande mais ça doit pas être beau à voir. Merci de fe","sympathique, qualite, honnete",les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Par contre le prix lui reste le même"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
433,Beaute,Coiffeur,Brest,Kaïs Coiffure,"13 Rue de Gouesnou, 29200 Brest, France",06 50 76 61 16,,NON,NON,4.6,101,,PMR,8,lundi: 09:00 – 19:00 | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 19:00 | vendredi: 09:00 – 19:00 | samedi: 09:00 – 19:00 | dimanche: Fermé,,hair_care,https://maps.google.com/?cid=5233625411483771090,"Bonjour, très mauvaise expérience dernièrement alors que d’habitude tout se passe bien, j’ai été coiffé par le plus jeune de l’équipe et ça a été une catastrophe il tenait la tondeuse dans tout les se","top, gentil, accueil",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Bonjour, très mauvaise expérience dernièrement alors que d’habitude tout se passe bien, j’ai été coiffé par le plus jeune de l’équ"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
434,Beaute,Barbier,Brest,MG BARBER,"21 Rue de la Porte, 29200 Brest, France",06 15 70 83 50,,NON,NON,4.5,71,,,5,lundi: Fermé | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 19:00 | vendredi: 09:00 – 19:00 | samedi: 09:00 – 19:00 | dimanche: Fermé,,"hair_care, health",https://maps.google.com/?cid=4099938589816005605,"Bonjour.
Il était beau, il était fort, il était fier. Puis il est entré dans ce salon. Il en est ressorti… changé. Pas dans le bon sens. Un simple dégradé, voilà tout ce qu’il demandait. Mais le coiff","qualite, rapide, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
435,Artisan,Electricien,Brest,Eurl AB Electricite,"22 Rue Paul Masson, 29200 Brest, France",06 22 05 10 84,,NON,NON,3.4,7,,,0,lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00 | jeudi: 08:00 – 18:00 | vendredi: 08:00 – 18:00 | samedi: Fermé | dimanche: Fermé,,electrician,https://maps.google.com/?cid=2296948482207099942,"Monsieur Morvan est intervenu à notre domicile il y a six ans et demi pour de gros travaux d'électricité. Au mois de décembre 2022, deux appliques installées par ses soins ne fonctionnaient plus. IL n | Mr mingant a très bien travaillé initialement en refaisant toute l'électricité de notre maison mais n'a jamais réparé un problème que nous avons constaté juste après avoir payé, malgré toute notre ins","qualite, propre",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Les très multiples tentatives de joindre Monsieur Morvan (téléphone, SMS, messages vocaux) sont restées vaines sauf une fois où il"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",A contacter,,,,,,,
436,Artisan,Electricien,Brest,Chassier Eric,"10 Rue Pierre Desproges, 29200 Brest, France",06 24 39 59 05,,NON,NON,3.8,5,,,0,,,electrician,https://maps.google.com/?cid=14322740617628096593,"Très bon bar ...mais moyen en restauration.
Beaucoup trop bruyant. Le mélange des genres n'est pas au rdv dans cet établissement emblématique de Brest . préférer le moment de l'apéro ... Avant d'aller | Je déconseille fortement.","qualite, serieux, conseil",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Le mélange des genres n'est pas au rdv dans cet établissement emblématique de Brest"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",A contacter,,,,,,,
437,Artisan,Peintre,Brest,Chromatique peinture,"45 Rue de Glasgow, 29200 Brest, France",06 95 92 37 94,,NON,NON,4.5,10,,,10,lundi: 08:00 – 19:00 | mardi: 08:00 – 19:00 | mercredi: 08:00 – 19:00 | jeudi: 08:00 – 19:00 | vendredi: 08:00 – 19:00 | samedi: Fermé | dimanche: Ouvert 24h/24,,painter,https://maps.google.com/?cid=3316823068490534735,,"professionnel, rapide, propre",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
438,Artisan,Peintre,Brest,KNL RÉNOVATION,"11 Rue de Kerourien, 29200 Brest, France",07 44 87 80 06,,NON,NON,4.1,9,,,10,lundi: 08:30 – 18:00 | mardi: 08:30 – 18:00 | mercredi: 08:30 – 18:00 | jeudi: 08:30 – 18:00 | vendredi: 08:30 – 18:00 | samedi: 10:00 – 17:00 | dimanche: Fermé,,"furniture_store, general_contractor, home_goods_store, painter, store",https://maps.google.com/?cid=7332781893593058094,"Inconscient sur la route, j’espère que ça ne reflète pas votre travail.","maison, professionnel, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
439,Artisan,Serrurier,Brest,AA Dépannage,"6 Rue Vauban, 29200 Brest, France",07 66 31 90 39,,NON,NON,4.1,38,,,2,lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24,,locksmith,https://maps.google.com/?cid=1785665985749132596,"A ÉVITER A TOUT PRIX ! Je n'ai pas pour habitude de laisser des avis négatifs... mais afin d'éviter que d'autres personnes vivent la même mauvaise expérience, je laisse cet avis.
Je suis tout à fait d | Attention ESCROC !!!!
Je ne publie jamais d’avis négatifs parce que je suis bienveillante.
Mais là ATTENTION je suis obligée de le faire !!
Une cliente m’a conseillée ce Alain, belge d’origine, qui se","professionnel, rapide, sympathique",les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""A ÉVITER A TOUT PRIX"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
440,Artisan,Serrurier,Brest,Ablock Sécurité,"4 Rue Kérébézon, 29200 Brest, France",07 86 74 95 18,,NON,NON,4.2,5,,,0,lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24,,locksmith,https://maps.google.com/?cid=14667030991532524846,Aucun sérieux. N est jamais venu en pleine nuit alors que ma fille était bloqué chez elle,"gentil, rapide, efficace",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
441,Artisan,Serrurier,Brest,Breizh depannage,"43 Rue François Lettre, 29200 Brest, France",06 38 65 40 49,,NON,NON,3.6,29,,,2,,,"home_goods_store, locksmith, store",https://maps.google.com/?cid=11571922024277263883,"Inadmissible!!! Effectivement il est venu m'ouvrir ma porte au bout d'une demi-heure donc ça c'était très convenable mais par contre il devait me faire un devis afin que je puisse changer ma porte seu | Pas sérieux du tout.
J'ai appeler ce serrurier à deux dates différentes à un mois d'écart pour un simple changement de serrure de boîte au lettre.
Il n'est jamais venu à l'horaire prévu.
Il n'a même p",reactif,les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Effectivement il est venu m'ouvrir ma porte au bout d'une demi-heure donc ça c'était très convenable mais par contre il devait me "" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
442,Artisan,Macon,Brest,"Construction, Rénovation et Maçonnerie Finistère - Société Grignon","7 Imp. de Quelarnou, 29490 Guipavas, France",06 30 72 90 45,,NON,NON,4.4,9,,,10,"lundi: 09:00 – 12:00, 14:00 – 19:00 | mardi: 09:00 – 12:00, 14:00 – 19:00 | mercredi: 09:00 – 12:00, 14:00 – 19:00 | jeudi: 09:00 – 12:00, 14:00 – 19:00 | vendredi: 09:00 – 12:00, 14:00 – 19:00 | samedi: Fermé | dimanche: Fermé",,general_contractor,https://maps.google.com/?cid=11539298666673463615,Pas même daigné envoyer le devis après visite... Comme beaucoup d'artisans hélas... Pitoyable !,"qualite, professionnel, rapide",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Pas même daigné envoyer le devis après visite"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
443,Sport & Sante,Osteopathe,Brest,QUEMENEUR Stéphen,"18 Quai du Commandant Malbert, 29200 Brest, France",06 81 94 07 77,,NON,NON,4.2,26,,PMR,1,lundi: 09:00 – 20:00 | mardi: 09:00 – 20:00 | mercredi: 09:00 – 20:00 | jeudi: 09:00 – 20:00 | vendredi: 09:00 – 20:00 | samedi: 15:00 – 18:00 | dimanche: Fermé,,health,https://maps.google.com/?cid=5912749190759776974,"Par obligation, je mets une étoile Mais je suis venu pour des douleurs au niveau des cervicales. Ce monsieur m’a manipuler sans radio et m’a fait craquer au niveau des cervicales. Après cela je n’arri | J’ai eu l’occasion de rencontrer cet ostheopathe. Prise en rdv à 18h27 sortie à 18h46. J’ai été très déçue. 5 minutes de manipulation à peine pour 60 euros…
3 semaines plus tard aucun changement de me","professionnel, efficace, ecoute",vos horaires sont introuvables ou incorrects en ligne,"2 de vos clients sur Google se plaignent du meme probleme : vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Rendez vous disponible sur doctolib le samedi après midi, en arrivant je découvre avec stupeur que le cabinet est fermé durant cet"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",A contacter,,,,,,,
444,Sport & Sante,Dentiste,Brest,Cabinet dentaire du docteur Dennemont,"25 Rue de Lyon, 29200 Brest, France",07 89 25 93 56,,NON,NON,4.3,27,,,0,lundi: 08:30 – 18:30 | mardi: 08:00 – 13:15 | mercredi: Fermé | jeudi: 13:45 – 18:30 | vendredi: 08:00 – 13:15 | samedi: Fermé | dimanche: Fermé,,"dentist, health",https://maps.google.com/?cid=816689315257771304,,"professionnel, accueil, ecoute",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
445,Hotellerie,Hotel,Brest,Zen Appart,"118 Rue Robespierre, 29200 Brest, France",06 27 88 47 01,,NON,NON,3.4,116,,,10,lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24,,lodging,https://maps.google.com/?cid=10195259383344786658,"Parcours du combattant pour passer la porte d'entrée.  Puis surgit pour ""aider"" une furie d'une agressivité sans nom. À fuir de toute urgence, comment peut on mettre en place une telle personne pour u | Appartement bien décoré, agréable et propre. Hôtes réactifs et à l'écoute.

Literie à ameliorer (matelas pas adapté aux lombaires fragiles)

Porte d'entrée principale de l'immeuble à huiler/ graisser ","qualite, propre",les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Le jardin n'était pas entretenu comme sur la photo, plus vendeuse"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
